Title,"Identifier - fales_io_print000001, bobst_io_print000002 or similar (don't duplicate numbers)",Handle,TypeOfResource,Creator,Contributor,Subject,Tags,Genre,Date,Date Type,Publisher,Publisher Location,Language,Geographic Location,Description
Milizia Voluntaria per la Sicurezza Nazionale- 1a Legione Libica Permanente 'Oea' Tripolitania,fales_io_card000085,http://hdl.handle.net/2333.1/6hdr7whq,still image,Pisani,,"Italo-Ethiopian War, 1935-1936",Italian military|Libya,Postcards,,,V.E. Boeri,"Rome, Italy",ita,"Tripoli, Libya"," An Italian soldier. Includes postage stamp, mark, address and writing."
1° Reggimento Carristi,fales_io_card000086,http://hdl.handle.net/2333.1/2v6wwsq9,still image,,,"Italo-Ethiopian War, 1935-1936",Italian military (1st Infantry Regiment)|tanks,Postcards,,,,,ita,, Tanks of the Italian miliary's 1st Infantry Regiment.
158° Reggimento Fanteria (Brigata Liguria),fales_io_card000087,http://hdl.handle.net/2333.1/z34tmsdn,still image,,,"Italo-Ethiopian War, 1935-1936","Italian military (158th Infantry Regiment)|Cagliari, Italy",Postcards,,,Doyen,"Turin, Italy",ita,,Commemorates the Italian army's 158th Infantry Regiment.
63° Reggimento Fanteria 'Cagliari' 1° Agosto 1862,fales_io_card000088,http://hdl.handle.net/2333.1/tb2rbrv2,still image,,,"Italo-Ethiopian War, 1935-1936",Italian military (63rd Infantry Regiment),Postcards,,,,,ita,,Commemorates the Italian military'ss 63rd infantry regiment (Cagliari).
"Associazione Nazionale Reduci d'Africa-ANRA; Unire gli Italiani che combatterono, lavorarono, vissero in Africa. ",fales_io_card000089,http://hdl.handle.net/2333.1/pk0p2r9p,still image,,,"Italo-Ethiopian War, 1935-1936",Italian military,Postcards,,,,,ita,,Honors Italian veterans of the wars in Africa.
L'Italia Brandisce la Spada dell'Antica Roma- Lega Navale Italiana Cartolina Postale,fales_io_card000090,http://hdl.handle.net/2333.1/jsxksqs4,still image,,,"Italo-Ethiopian War, 1935-1936",Italian military|Roman Empire,Postcards,,,,,ita,, Modern Italian soldier picking up the sword of a deceased Roman soldier.
Libia- L'arco celebrativo alle Are dei Fileni,fales_io_card000091,http://hdl.handle.net/2333.1/f1vhhq81,still image,,,"Italo-Ethiopian War, 1935-1936",Roman Empire,Postcards,,,,,ita,, Soldiers on camels passing an arc honoring the Roman Empite. Includes a quote from Mussolini.
Civiltas SPQR,fales_io_card000092,http://hdl.handle.net/2333.1/98sf7psx,still image,,,"Italo-Ethiopian War, 1935-1936",Italian military|Askari,Postcards,,,,,ita,," Italian soldiers and Askari passing African civilians, who are bowing and displaying broken chains."
"Grande Convegno Nazionale Universitario in Onore degli Studenti Reduci dalla Libia, Napoli, 18-19-20 Febbraio 1913",fales_io_card000093,http://hdl.handle.net/2333.1/5mkkwm0q,still image,,,"Turco-Italian War, 1911-1912 ",Italian military|veterans|Libya,Postcards,,,,,ita,,Announces a conference honoring student veterans of the Libyan war.
E' l'Aquila Imperiale di Roma che ha annientato il leone di Giuda,fales_io_card000094,http://hdl.handle.net/2333.1/1vhhmkgc,still image,"Stefanini, Berthelet",,"Italo-Ethiopian War, 1935-1936",Italian Empire|Ethiopia,Postcards,,,V.E. Boeri,"Rome, Italy",ita,," An eagle attacking a lion. The title translates: ""And the imperial eagle of Rome has destroyed the Lion of Judah."""
11° Reggimento Granatieri di Savoia,fales_io_card000095,http://hdl.handle.net/2333.1/x3ffbk37,still image,"D'ercoli, Manlio",,"Italo-Ethiopian War, 1935-1936","Italian military (11th Regiment)|Savoy, Italy|grenadiers",Postcards,,,V.E. Boeri,"Rome, Italy",ita,,Honors the 11th regiment (grenadier) of Savoy.
Vittoria ,fales_io_card000096,http://hdl.handle.net/2333.1/sbcc2jkw,still image,,,"Italo-Ethiopian War, 1935-1936",Italian military,Postcards,,,,,ita,," Italian soldiers and Askari marching toward victory, with planes in the background. "
Vittoria,fales_io_card000097,http://hdl.handle.net/2333.1/nk98sj2m,still image,,,"Italo-Ethiopian War, 1935-1936",Italian military|Ethiopia,Postcards,,,G. Garanzini,"Milan, Italy",ita,Ethiopia," Italian soldiers, led by a woman on a white horse and a tank, marching towards an Ethiopian flag, shield, and spears on the ground before them."
La Disperata,fales_io_card000098,http://hdl.handle.net/2333.1/ht76hhj8,still image,"Tafuri, Pittore, Pittore",,"Italo-Ethiopian War, 1935-1936",Italian military,Postcards,,,V.E. Boeri,"Milan, Italy",ita,,"Black flag with skull that reads ""La Disparata."" Includes an excerpt from Cantante di Legionari."
Divisione CC. NN. XXI Aprile (3a) Africa Orientale,fales_io_card000099,http://hdl.handle.net/2333.1/d2547h2d,still image,"Messore, S and Ponzoni, N.",,"Italo-Ethiopian War, 1935-1936",Itialian military|Black Shirts|Ethiopia,Postcards,,,V.E. Boeri,"Milan, Italy",ita,Ethiopia,Honoring the Black Shirt Division.
Divisione Coloniale 'Libia'- Vastitatem Tempus Hostesque Virtute Devinco,fales_io_card000100,http://hdl.handle.net/2333.1/8cz8wd7p,still image,"Monaca, LA",,"Italo-Ethiopian War, 1935-1936",Askari|Libya|eagle,Postcards,,,V.E. Boeri,"Milan, Italy",ita,Libya, A division of Italian colonial troops marching with an eagle overhead.
Milizia Eroica,fales_io_card000101,http://hdl.handle.net/2333.1/4mw6mcrk,still image,,,"Italo-Ethiopian War, 1935-1936",Italian military,Postcards,,,F. Duval,"Milan, Italy",ita,," A soldier and a camel laboring in the desert amidst Roman ruins. Title translates as ""militia heroes."" A quote from Mussolini on the back."
Untitled,fales_io_card000102,http://hdl.handle.net/2333.1/0vt4bc66,still image,,,Italy--Colonies--Africa,gender stereotypes|sex|African women,Postcards,,,,,ita,,"Bare breasted African woman leaning against a palm tree with huts and palm trees in background- red, white and green bow at top right."
Untitiled,fales_io_card000103,http://hdl.handle.net/2333.1/w3r22bv3,still image,,,Italy--Colonies--Africa,gender stereotypes|sex|African women,Postcards,,,,,ita,,"Bare breasted African woman smiling, kneeling by water with a water jug- red, white and green bow at top left."
Untitiled,fales_io_card000104,http://hdl.handle.net/2333.1/rbnzsbbq,still image,"Pisani, Vittorio",,"Italo-Ethiopian War, 1935-1936",Italian military,Postcards,,,V.E. Boeri,"Milan, Italy",ita,,"Italian soldier erecting huge statue in the desert, with a-faint outline of planes in the background."
Zaptie Libico,fales_io_card000105,http://hdl.handle.net/2333.1/mkkwh9tc,still image,"Tafuri, Pittore, Pittore",,"Italo-Ethiopian War, 1935-1936",zaptie|libya|Somalia,Postcards,,,V.E. Boeri,"Milan, Italy",ita,",","  A colonial policeman (zaptie), probably a Somali."
Untitiled,fales_io_card000106,http://hdl.handle.net/2333.1/gtht79bg,still image,,,Italy--Colonies--Africa,gender stereoypes|sex|African women,Postcards,,,,,ita,,Bare breasted African woman with one hand on hip and one behind head- palm trees and blue sky in background- wearing long necklace with green pendant.
Untitled,fales_io_card000107,http://hdl.handle.net/2333.1/c59zw6hv,still image,,,Italy--Colonies--Africa,gender stereotypes|sex|African women,Postcards,,,,,ita,,Bare breasted African woman wrapped in white traditional clothes- one hand on hip- blue skies and palm trees in background- arm bangles and pearl necklace. Includes address and writing.
Untitled,fales_io_card000108,http://hdl.handle.net/2333.1/7d7wm61z,still image,,,Italy--Colonies--Africa,gender stereotypes|sex|African women,Postcards,,,,,ita,,"Bare breasted African woman with one hand behind head and a water jug in the other arm- blue skies, palm trees, and well in background- wearing large indigenous necklace."
Untitled,fales_io_card000109,http://hdl.handle.net/2333.1/3n5tb5gc,still image,,,Italy--Colonies--Africa,African women,Postcards,,,,,ita,,"African woman (fully clothed in traditional garb) - profile view - seated, facing right - blue skies in background."
Untitled,fales_io_card000110,http://hdl.handle.net/2333.1/zw3r254f,still image,,,Italy--Colonies--Africa,gender stereotypes|sex|African women,Postcards,,,,,ita,,"Bare breasted, smiling African woman carrying two water jugs on a stick behind her head- Palm trees and well in background- red, white and green bow at top left."
"IX Battaglione Arabo-Somalo, ""Muricchio""",fales_io_card000111,http://hdl.handle.net/2333.1/v41ns4m0,still image,"Tafuri, Pittore, Pittore",,"Italo-Ethiopian War, 1935-1936",Askari (Somalian)|Ethiopia|Italian military|lion,Postcards,,,V.E. Boeri,"Milan, Italy",ita,, Somalian Askaro driving a battalion flag into a lion.
X° Battaglione Arabo-Somalo,fales_io_card000112,http://hdl.handle.net/2333.1/qbzkh441,still image,"Ferrari, Giulio",,"Italo-Ethiopian War, 1935-1936",Askari (Somalian)|Ethiopia|Italian military,Postcards,,,,,,,Somalian Askaro posing with a battalion flag.
Untitled,fales_io_card000113,http://hdl.handle.net/2333.1/kkwh73nx,still image,,,Italy--Colonies--Africa,gender stereotype|sex|African women,Postcards,,,,,ita,,"Bare breasted African woman facing left- wearing pink and white striped cloth around waist, carrying stick- palm trees, tents and someone riding a camel in the blue sky background."
VII° Battaglione Arabo-Somalo,fales_io_card000114,http://hdl.handle.net/2333.1/fxpnw0s1,still image,"D'ercoli, Manlio",,"Italo-Ethiopian War, 1935-1936",Askari (Somalian)|Ethiopia,Postcards,,,V.E. Boeri,"Milan, Italy",ita,Ethiopia, Somalian Askari charging into battle in an Ethiopian campaign.  Notes the battles in which the  8th battalion fought.
"""Dubat"" Somalia Italiana",fales_io_card000115,http://hdl.handle.net/2333.1/b5mkm095,still image,,,"Italo-Ethiopian War, 1935-1936",dubats|Ethiopia,Postcards,,,V.E. Boeri,"Milan, Italy",ita,Ethiopia," A Somalian dubat (irregular soldier) standing with a rifle. Includes postmark, stamp, and address."
"XI Battaglione Arabo-Somalo ""Ferrante""",fales_io_card000116,http://hdl.handle.net/2333.1/6djh9zrd,still image,"Ferrari, Giulio",,"Italo-Ethiopian War, 1935-1936",Askari (Somalian)|Ethiopia,Postcards,,,V.E. Boeri,"Milan, Italy",ita,Ethiopia, A Somailian Askaro rifleman with a leopard.
Banda del Serae' AOE- Gruppo Bande dell'Altopiano,fales_io_card000117,http://hdl.handle.net/2333.1/2ngf1z78,still image,"Ferrari, Giulio",,"Italo-Ethiopian War, 1935-1936",Askari (Eritrean)|Ethiopia,Postcards,,,V.E. Boeri,"Milan, Italy",ita,"Serae, Ethiopia",Eritrean Askaro holding a banner. List of battles fought in Serae.
VI Gruppo Dubat,fales_io_card000118,http://hdl.handle.net/2333.1/xwdbrxw0,still image,"D'ercoli, Manlio",,"Italo-Ethiopian War, 1935-1936",dubats|Ethiopia,Postcards,,,V.E. Boeri,"Milan, Italy",ita,Ethiopia, Somalian dubat charging into battle. Postmarked with an address.
Arma Aeronautica,fales_io_card000119,http://hdl.handle.net/2333.1/t4b8gxd4,still image,"Ferrari, Giulio",,"Italo-Ethiopian War, 1935-1936",Italian military|Etrhiopia|aircraft,Postcards,,,V.E. Boeri,"Milan, Italy",ita,Ethiopia," Italian military planes flying over as two Africans, one with a spear and one with a rifle, watch."
LXXI Battaglione Mussulmani,fales_io_card000120,http://hdl.handle.net/2333.1/pc866wx1,still image,,,"Italo-Ethiopian War, 1935-1936",Askari (Somalian)|Ethiopia,Postcards,,,V.E. Boeri,"Milan, Italy",ita,Ethiopia, Contingent of Muslim Askari charging into battle.
"LXXVIII Battaglione Coloniale, ""Conquisto e Vigilo""",fales_io_card000121,http://hdl.handle.net/2333.1/jq2bvt2b,still image,,,"Italo-Ethiopian War, 1935-1936",Askari (Somalian)|Ethiopia,Postcards,,,V.E. Boeri,"Milan, Italy",ita,Ethiopia,A Somalian Askari overlooking conquered Ethiopia.
"LXIX° Battaglione Coloniale, ""Forti Come Noi, Piu' di Noi No""",fales_io_card000122,http://hdl.handle.net/2333.1/dz08ksk7,still image,"D'ercoli, Manlio",,"Italo-Ethiopian War, 1935-1936",Askari (Somalian)|Ethiopia,Postcards,,,V.E. Boeri,"Milan, Italy",ita,Ethiopia, Somalian Askari charging into battle.
XI° Gruppo Someggiato Coloniale,fales_io_card000123,http://hdl.handle.net/2333.1/95x69s1t,still image,"D'ercoli, Manlio",,"Italo-Ethiopian War, 1935-1936",Askari (Somalian)|Ethiopia,Postcards,,,V.E. Boeri,"Milan, Italy",ita,Ethiopia," Somalian Askari wielding a flag, donkey carrying cannons over rocks in the desert and a flowering cactus at bottom right."
XVI° Battaglione Eritrei della Cirenaica,fales_io_card000124,http://hdl.handle.net/2333.1/5dv41rhg,still image,"Ferrari, Giulio",,"Italo-Ethiopian War, 1935-1936",Askari (Eritrean)|leopard,Postcards,,,V.E. Boeri,"Milan, Italy",ita,Ethiopia, Rifle-holding Askaro and a leopard.
XLIII° Battaglione Coloniale,fales_io_card000125,http://hdl.handle.net/2333.1/1ns1rr06,still image,,,"Italo-Ethiopian War, 1935-1936",Askari,Postcards,,,V.E. Boeri,"Milan, Italy",ita,Ethiopia," Honors an Askari battalion for ""resolve, courage, and loyalty"" to Italy."
IV° Gruppo Artiglieria Someggiato Coloniale (Croce di Guerra al Valor Militare),fales_io_card000126,http://hdl.handle.net/2333.1/wwpzgqqf,still image,"D'ercoli, Manlio",,"Italo-Ethiopian War, 1935-1936",Askari|Eritrea,Postcards,,,V.E. Boeri,"Milan, Italy",ita,Ethiopia,Honors an Askari artillary unit that fought in Eritrea and Ethiopia.
Untitled,fales_io_card000127,http://hdl.handle.net/2333.1/s7h44mvt,still image,"Tafuri, Pittore",,Italy--Colonies--Africa,Askari,Postcards,,,V.E. Boeri,"Milan, Italy",ita,Libya,Two Libyan Askari in battle.
"XXXVI° Battaglione Coloniale ""Ignis Ardens""",fales_io_card000128,http://hdl.handle.net/2333.1/ngf1vmcs,still image,"Ferrari, Giulio",,"Italo-Ethiopian War, 1935-1936",Askari|Ethiopia,Postcards,,,V.E. Boeri,"Milan, Italy",ita,Ethiopia, Askaro with a rifle and a battalion flag.
XXVI Battaglione Indigeni- Combattimento Azbi,fales_io_card000129,http://hdl.handle.net/2333.1/hqbzkkwk,still image,"Ferrari, Giulio",,"Italo-Ethiopian War, 1935-1936",Askari (Eritrean)|lion|Ethiopia,Postcards,,,V.E. Boeri,"Milan, Italy",ita,Ethiopia, Askaro facing off against a lion.
"""Dubat"" Bande Armate della Somalia ",fales_io_card000130,http://hdl.handle.net/2333.1/cz8w9kb6,still image,Di Giorgio,,"Italo-Ethiopian War, 1935-1936",dubat|Ethiopia,Postcards,,,V.E. Boeri,"Milan, Italy",ita,Ethiopia,"  A dubat, a knife, and a lion."
XVII° Battaglione Indigeni dell'Eritrea,fales_io_card000131,http://hdl.handle.net/2333.1/866t1jtw,still image,Pisani,,"Italo-Ethiopian War, 1935-1936",Askari (Eritrean)|lion|Ethiopia,Postcards,,,V.E. Boeri,"Milan, Italy",ita,Ethiopia," Askaro - rifle in hand, running with a leopard."
LXII Battaglione Coloniale,fales_io_card000132,http://hdl.handle.net/2333.1/4f4qrj9m,still image,,,"Italo-Ethiopian War, 1935-1936",Askari (Somalian),Postcards,,,V.E. Boeri,"Milan, Italy",ita,Ethiopia, Banner of an Askari battalion. Includes battles fought from March-June 1938.
La Gloria dei Carabinieri a Culquaber in Africa Orientale,fales_io_card000133,http://hdl.handle.net/2333.1/0p2nghth,still image,,,"Italo-Ethiopian War, 1935-1936","Culquaber, Ethiopia",Postcards,,,Danesi Roma,"Rome, Italy",ita,Ethiopia," African (Ethiopian) killing an Italian soldier in the battle of Culquaber, Ethiopia."
Genio Militare della Somalia Italiana,fales_io_card000134,http://hdl.handle.net/2333.1/w0vt4f44,still image,,,"Italo-Ethiopian War, 1935-1936",Askari (Somalian),Postcards,,,V.E. Boeri,"Milan, Italy",ita,Ethiopia,Somalian Askaro holding a rifle and a flag.
Artiglieria Camellata della Somalia Italiana,fales_io_card000135,http://hdl.handle.net/2333.1/r7sqvdnw,still image,"Ferrari, Giulio",,"Italo-Ethiopian War, 1935-1936",Askari (Somalian)|artillery,Postcards,,,V.E. Boeri,"Milan, Italy",ita,Ethiopia, Somalian Askaro leading a camel.
XII Battaglione Arabo-Somalo Africa Orientale,fales_io_card000136,http://hdl.handle.net/2333.1/mgqnkd50,still image,"Ferrari, Giulio",,"Italo-Ethiopian War, 1935-1936",Askari (Somalian),Postcards,,,V.E. Boeri,"Milan, Italy",ita,Ethiopia, Askaro with a rifle and battalion flag leading a charge into battle.
"V° Battaglione Arabo-Somalo, ""Oltre ogni meta la vittoria""",fales_io_card000137,http://hdl.handle.net/2333.1/gqnk9cmd,still image,"D'ercoli, Manlio",,"Italo-Ethiopian War, 1935-1936",Askari (Somalian)|lion,Postcards,,,V.E. Boeri,"Milan, Italy",ita,Ethiopia," Askaro, with a rifle and grenade, going into battle. Also shows a lion, with a battalion flag in his mouth, at the Askaro's side."
IV° Battaglione Indigeni della Somalia Italiana,fales_io_card000138,http://hdl.handle.net/2333.1/bzkh1c38,still image,"Ferrari, Giulio",,"Italo-Ethiopian War, 1935-1936",Askari (Somalian),Postcards,,,V.E. Boeri,"Milan, Italy",ita,Ethiopia, Askaro with rifle and flag in battle.
XXX° Battaglione Coloniale,fales_io_card000139,http://hdl.handle.net/2333.1/76hdrbkt,still image,"Ferrari, Giulio",,"Italo-Ethiopian War, 1935-1936","Askari|Cioqua, Ethiopia|Ambesa, Ethiopia|Italian military (30th Battalion",Postcards,,,V.E. Boeri,"Milan, Italy",ita,Ethiopa, Two Askari on a mountain. Cites two battles fought by the battalion - Cioqua and Ambesa.
"VIII° Arabosomalo ""Battaglione Leopardo""",fales_io_card000140,http://hdl.handle.net/2333.1/3ffbgb45,still image,Grotti,,"Italo-Ethiopian War, 1935-1936",Askari (Somalian)|Italian military (8th Arabosomalo),Postcards,,,V.E. Boeri,"Milan, Italy",ita,Ethiopia, Askaro playing a trumpet.
Artiglieria della Somalia Italiana- Somalian Askaro leading a camel bearing a cannon in the desert,fales_io_card000141,http://hdl.handle.net/2333.1/zs7h47fm,still image,"Ferrari, Giulio",,"Italo-Ethiopian War, 1935-1936",Askari (Somalian)|Italian military,Postcards,,,V.E. Boeri,"Milan, Italy",ita,Ethiopia,Somalian Askaro leading a camel bearing a cannon in the desert.
